month,type,units_central,units_p10,units_p90,value_gbp,net_mass_kg,estimator,confidence,import_units_central
2020-04-01,T5,-39.85583333333333,-20.497285714285713,-59.78374999999999,-133160.625,-7174.049999999999,vpk_threshold,0.8079545044836464,10.096666666666664
2020-04-01,T6,31.987800000000092,15.993900000000046,66.64125000000003,-592817.55,7996.950000000007,vpk_threshold,0.7939412271408085,396.01380000000006
2020-04-01,T7,1486.8533333333335,955.8342857142857,2230.2799999999997,2235336.675,133816.80000000002,cn_rule,0.9,1862.2608333333335
2020-04-01,UNALLOCATED,0.0,0.0,0.0,2362887.15,247546.65,vpk_threshold,0.0,0.0
2020-05-01,EDGE_AIRCRAFT,0.0,0.0,0.0,-2199267.525,-1879.8000000000004,vpk_threshold,0.9,0.0
2020-05-01,EDGE_MONITOR,0.0,0.0,0.0,1275731.9250000003,288527.85,cn_rule,1.0,0.0
2020-05-01,SATELLITE,0.0,0.0,0.0,5882456.775,434635.4999999999,value_index_only,1.0,0.0
2020-05-01,T1,15448.14375,12358.514999999998,19661.27386363636,1922830.65,432548.02499999997,vpk_threshold,0.7845739025095094,18395.324999999997
2020-05-01,T2,6394.969285714285,4069.5259090909094,8952.956999999999,381797.3250000002,223823.92500000002,cn_rule,0.9,10092.03
2020-05-01,T3,6395.878124999999,4548.18,8527.837499999998,1887266.6280000003,204668.09999999998,prior_allocation,0.4000000000000001,6426.897749999999
2020-05-01,T4,1061.2420000000004,723.5740909090911,1591.863,733937.0220000001,79593.15,prior_allocation,0.40000000000000013,1066.3889600000002
2020-05-01,T5,-2.5566666666666666,-1.314857142857143,-3.834999999999999,-9836.775,-460.19999999999993,vpk_threshold,0.7121098341105906,0.8125
2020-05-01,T6,326.34809999999993,163.17404999999997,679.891875,2264057.2499999995,81587.025,vpk_threshold,0.8149638575889633,532.9350000000001
2020-05-01,T7,422.19666666666683,271.4121428571428,633.2949999999998,1958307.9749999999,37997.7,cn_rule,0.9000000000000001,1390.176666666667
2020-05-01,UNALLOCATED,0.0,0.0,0.0,-4073835.6750000007,-425684.02499999997,vpk_threshold,0.0,0.0
2020-06-01,EDGE_AIRCRAFT,0.0,0.0,0.0,-726064.95,-701.0250000000001,vpk_threshold,0.8999999999999999,0.0
2020-06-01,EDGE_MONITOR,0.0,0.0,0.0,-2129028.525,-125245.57499999998,cn_rule,1.0,0.0
2020-06-01,SATELLITE,0.0,0.0,0.0,6337697.924999999,508771.57500000007,value_index_only,1.0,0.0
2020-06-01,T1,15208.29375,12166.635000000002,19356.01022727273,1670819.4749999999,425832.22500000003,vpk_threshold,0.7758070744043752,20031.200892857145
2020-06-01,T2,12713.554285714286,8090.443636363637,17798.976,1097472.6749999998,444974.4000000001,cn_rule,0.8999999999999999,15249.807857142856
2020-06-01,T3,10069.488,7160.5248,13425.983999999999,2945264.868,322223.616,prior_allocation,0.39999999999999997,10119.6151875
2020-06-01,T4,1670.7891200000001,1139.1744,2506.18368,1145380.7820000001,125309.18400000001,prior_allocation,0.4,1679.10652
2020-06-01,T5,-32.619166666666665,-16.77557142857143,-48.928749999999994,-290382.29999999993,-5871.45,vpk_threshold,0.9269143030488999,0.22208333333333333
2020-06-01,T6,643.9641,321.98205,1341.5918749999998,2909070.45,160991.025,vpk_threshold,0.7549489954555482,775.5344999999999
2020-06-01,T7,2294.315833333332,1474.9173214285713,3441.4737499999997,3651843.9749999996,206488.425,cn_rule,0.9,3014.3424999999997
2020-06-01,UNALLOCATED,0.0,0.0,0.0,-6772339.274999999,-716075.0999999997,vpk_threshold,0.0,0.0
2020-07-01,EDGE_AIRCRAFT,0.0,0.0,0.0,857116.6500000007,-775.1250000000002,vpk_threshold,0.9,0.0
2020-07-01,EDGE_MONITOR,0.0,0.0,0.0,-4056175.5,-229033.35000000003,cn_rule,1.0,0.0
2020-07-01,SATELLITE,0.0,0.0,0.0,3457417.274999999,475542.6,value_index_only,1.0,0.0
2020-07-01,T1,18217.59642857143,14574.077142857142,23186.031818181815,1923011.0250000001,510092.6999999999,vpk_threshold,0.8426901246555211,21671.847321428573
2020-07-01,T2,7335.816428571428,4668.246818181818,10270.143,-1373530.275,256753.57500000004,cn_rule,0.9000000000000001,12643.68857142857
2020-07-01,T3,11793.51225,8386.497599999999,15724.683,2939935.284,377392.392,prior_allocation,0.4,11817.007312499998
2020-07-01,T4,1956.84944,1334.2155272727273,2935.27416,1143308.166,146763.70799999998,prior_allocation,0.39999999999999997,1960.7478800000001
2020-07-01,T5,-17.441666666666666,-8.969999999999997,-26.162499999999998,-117967.19999999998,-3139.5000000000005,vpk_threshold,0.9198880074851661,1.9879166666666666
2020-07-01,T6,871.6851,435.84255,1816.0106249999997,2948946.0,217921.27500000002,vpk_threshold,0.6984541976820762,996.6021000000002
2020-07-01,T7,2311.8225,1486.1716071428573,3467.7337500000003,5378406.15,208064.025,cn_rule,0.8999999999999998,2956.2758333333336
2020-07-01,UNALLOCATED,0.0,0.0,0.0,-8710853.774999999,-935583.675,vpk_threshold,0.0,0.0
2020-08-01,EDGE_AIRCRAFT,0.0,0.0,0.0,239371.27500000002,2586.675,vpk_threshold,0.9,0.0
2020-08-01,EDGE_MONITOR,0.0,0.0,0.0,-5201698.124999999,-397246.2,cn_rule,1.0,0.0
2020-08-01,SATELLITE,0.0,0.0,0.0,-1002810.8999999976,194851.8,value_index_only,1.0,0.0
2020-08-01,T1,19410.683035714286,15528.546428571426,24704.50568181818,1879868.2499999995,543499.1249999999,vpk_threshold,0.8695727956568343,21959.71607142857
2020-08-01,T2,3351.214285714286,2132.5909090909095,4691.700000000001,422034.5999999999,117292.5,cn_rule,0.8999999999999999,5029.662857142856
2020-08-01,T3,10185.076687499999,7242.721200000001,13580.10225,2960247.6539999996,325922.45399999997,prior_allocation,0.4,10185.076687499999
2020-08-01,T4,1689.96828,1152.2511000000002,2534.95242,1151207.421,126747.621,prior_allocation,0.4,1689.96828
2020-08-01,T5,-6.868333333333333,-3.5322857142857136,-10.3025,-61528.350000000006,-1236.3,vpk_threshold,0.7087324863132601,3.2716666666666665
